post_id,data,post 
768824,1660292018,"Тульская область всю ночь у ребёнка течёт нос. Зодак, назонекст уже не помогают. Полынь."
768824,1660296668,"МО, Балашиха. Со вчерашнего вечера резко хуже. Потёк нос сильно, до этого не было такого, просто иногда был зуд. Сейчас сильный зуд в носоглотке, глазах и насморк."
768824,1660297980,Москва. Кроме першения в горле и заложенного носа вчера вечером добавились глаза. Лекролин немного помогает.
768824,1660298056,"Белгородская обл, нормально. Мне уже кажется, что полынь неочень летает. В радиусе пары км вся трава выкошена, легче значительно, чем в заросшем Ярославле"
768824,1660300329,Алушта. Амброзия. Почти норма👀 Боюсь сглазить)) Слегка чешется горло и всё
768824,1660302670,"Подмосковье, отвратительно!!!"
768824,1660303639,"Новочеркасск. Амброзия, по моему ещё не цвет, аллергии нет пока, болею около 30 лет. Обычно в конце июля уже появляются первые симптомы, в этом году пока нет."
768824,1660308266,"Нижний Новгород. Заболела ковидом, сипмтомы аллергии отступили)) но не рекомендую такой метод. А так у нас полынь вроде в самом соку"
768824,1660309627,Самара. На аг норм
768824,1660310121,"Москва. Чешу глаза, общее состояние нестояния)))"
768824,1660314967,СПб. С аг все нормально.
768824,1660318143,"Москва. САО. Такое ощущение, что к полыни добавились снова злаки."
768824,1660327183,"Москва, Зеленоград нос ручьем, першение в горле, что зацвело кто знает?"
768824,1660329805,Майкоп. Республика Адыгея. Амброзия. Последние 2 дня сильно чешутся глаза.
768824,1660334574,"Крым,Севастополь. Цветет амброзия. Нос закладывает,чешутся глаза. Покашливания"
768824,1660335873,"Уфа, башкирия, полынь, 😭😭😭ужас какой то"
768824,1660357409,"Кому-то Эриус вообще помогает?,"
768824,1660394556,"Татарстан,ужас, так ждёшь лето.А потом такое."
768824,1660400027,"Бор, Нижегородской области"
768824,1660443235,"Плохо, глаза, нос, першение в горле, чих, Самара"
768824,1660448569,"Ивановская область. Полыни до хрена! Всегда реагирую. Но вчера обложило весь носогуб резко сразу после арбуза! Обратите внимание тоже все на это. Арбузный сезон начался и,возможно, аллергия на съеденный арбуз ухудшает ситуацию"
768824,1660508130,"Москва, нос чешется, чихаю, слезятся глаза."
768824,1660938123,Нормально. Еще бы дождь и вообще отлично б было.
768618,1660191628,"Татарстан. Набережные Челны.  Дочь 2 дня выходит на улицу .  Возможно это связано с тем, что подключили неделю назад Авамис.  Глаза тоже меньше реагируют (но их как капали визаллерголом, так и продолжаем).  АГ принимает"
768618,1660192096,"Уфа, полынит вовсю, сидим дома. Реагирует почему-то только горлом, нет чихов"
768618,1660192300,"Киргизия, Иссык-Куль, у сына аллергия на сорные, нос заложен, страдает"
768618,1660194175,Орен. Чихаю. Нос заложен и в горле першит. Полиноз на сорные травы и деревья
768618,1660199859,"Спб, состояние близко к нормальному. Небольшой зуд и редкий чих"
768618,1660200541,Казань. Сегодня хуже😔
768618,1660201793,"Псков, полынь не зацвела ещё. Из самочувствия - спина болит 🤣"
768618,1660203044,"МО. Глаза чешутся, нос хлюпает"
768618,1660203321,"МО, второй день горло болит, отекшее, кашель. База не спасает"
768618,1660204805,"Саратовская обл. Балаково. Зуд глаз, першение в горле, чихание. Принимаю антигистаминные, без них нос закладывает."
768618,1660211091,"Москва. Горло першит, воспалено и отекает.  Нос дышит плохо. На улице начинаю чихать."
768618,1660216696,Краснодар. Глаза и нос чешутся
768618,1660218036,"Нижний Новгород. Сегодня опять сильная реакция, хотя два дня было затишье. С самого утра чихаю почти без остановки, хотя никуда не выхожу и сижу на 12м этаже. Глаза и горло чешутся"
768618,1660220626,"Спб , так как сегодня теплее и ветрено, мне хуже .  Зуд в горле,носу, чихание"
768618,1660220705,Белгородская обл. Несколько чихов с утра. Из лекарств эктоин перед улицей. Окна открыты.
768618,1660223992,"Москва. Вчера сидела дома, поэтому сегодня почти не чихаю, только слезы (с учетом базы). Зато сегодня нахватаюсь!"
768618,1660226968,"Мытищи, сегодня жесть, нос сразу заложило на улице, до этого пару дней норм было"
768618,1660228806,Всё плохо. Чехов😔
768618,1660232170,"Краснодар. Накрыло. Глаза уже ничего не видят. 
Дексаметазон перестал действовать. Позавчера его колола."
768618,1660238568,"Алушта. Пока терпимо, чешется горло, глаза и чихание. Авамис для носа, Дексаметазон для глаз, жить можно"
768618,1660246522,"Моск. Область Ночью был ужас 😨, даже подумала , что заболела 🤧, нос вообще не дышал, отёк , глаза красные, зудят, горло щиплет и колет , днём полегчало чуть, на аг"
768618,1660246531,"МО, сегодня сильнее чем все предыдущие дни. Глаза  чешутся невозможно. Хотя и капли капаю, и антигистаминные пью."
768618,1660249641,"СПб, сегодня сильный ветер и тепло, симптомы усилились, зуд в носу и чихание, пока без АГ на даче."
768618,1660250970,"Краснодар , ребёнок начал покашливать 😞открываем сезон"
768618,1660369583,Москва. С воскресенья уже неделю чихаю и веки чешу постоянно. А на что сейчас аллергия? Я новичок в этом деле)
768480,1660111767,Омск. Что-то плоховато сегодня( хоть и дома с закрытыми окнами. Выпила первый раз цетиризин. Жду сентябрь как никогда раньше.
768480,1660113983,Спб..Отлично!
768480,1660114867,"МО. Что-то сегодня похуже. Глаза и нос. В жару меньше чувствовала. Полыни похоже лучше, когда прохладнее."
768480,1660116067,"Саратов. Сын никуда не выходит, открытое окно сразу вызывает ухудшение. Сорные. Хоть бы дождь что ли прошел."
768480,1660118016,"Керчь, глаза реагируют, пью зодак, с Авамисом гораздо легче переношу сезон амброзии. Без него постоянно чихала, приходилось дома сидеть."
768480,1660124310,"Москва, Зеленоград чих 😫"
768480,1660124890,"МО Химки, что-то все хуже с каждым днём. Никогда в августе здесь такого не наблюдала. Тк аллергия на амброзию. А тут чихание, насморк, глаза, чешется в ушах и горле. Как будто я в Ставропольском крае отсиживаюсь."
768480,1660125226,"На этой неделе Мск, насморк, сопли, глаза. В этом году какая-то аномальная Полынь? * Я никогда летом не реагировал на травы !"
768480,1660126612,"МО, горло болит, глаза тоже и снова появились покашливания. Вчера было лучше"
768480,1660129655,"Минск хорошо
Только пару чихов"
768480,1660129748,"Я подозреваю аллергию у своих детей, потому что у детей какой-то странный кашель появился. То нет ничего, то начинают прям закашливаться. А младшая глазки чешет. У самой на полынь аллергия приобретённая, неужели у детей моих тоже самое. На выходных наверное пойду анализы сдавать, смотреть."
768480,1660130414,"Краснодар. Амброзия
 Накрыло. Уже дексаметазон ширанула вчера"
768480,1660133982,"СПб. Всё уже было хорошо, поела сегодня арбуза. Неделю назад ела все было нормально. Сегодня ужас! Лицо красное, язык шипет, нос отек, растройство. Что было Кестин в рот, Момат Рино в нос, Лекролин в глаза. Во устроила себе веселуху((."
768480,1660146979,"МО. Глаза чешутся, нос шмыгает"
768480,1660147575,"Краснодар , эти концентрации амброзии асит ( 2 год ) держит прекрасно , вообще нет проявлений . амброзию которую вижу  в городе , либо ещё нет бутонов , либо набирает цвет. Лютые концентрации ещё впереди"
768480,1660153437,"Уфа, полынь всё цветёт местами"
768480,1660159456,"Москва, ветер сильный поднял пыльцу . Закрытые окна и лоратадин"
768480,1660159689,"Керчь , весь день на море 🌊 была , ветренно глаза , уши и нос просто ужас.Началось..."
768480,1660164974,"СПб, за городом пока терпимо, днём на улице только чих, вечером всё спокойно. Даже вчерашняя дыня не усугубила. Сын на полной базе гуляет, но он на плесень реагирует."
768480,1660168848,"Тверь, как ни странно, ребенок легче, чем был (ольха, береза, дуб, злаки, полынь). Редкий кашель и шмыганье носом."
768480,1660205160,"Москва. Ребёнок кашляет, сопли, учащённое дыхание."
768480,1660455857,"Амброзия. Новороссийск. Началось. Глаза-зуд, нос."
768480,1660462539,"Сибирь, Абакан. Уже как дней пять заложен нос. Цветёт полынь. На ночь риностоп, чтобы поспать и Кестин . Назонекс от заложенности хорошо помогает ?"
768285,1660025206,"В Нижнем Новгороде сегодня спала жара, пошёл дождь и пасмурно - в итоге с утра симптомы все чуть слабее выражены и жить полегче, но горло и глаза чешутся, чихание на месте."
768285,1660028328,"Казань. Чихание, зуд в горле. Жду дождик, может полегчает😔"
768285,1660029201,"МО, такое ощущение что вчера был пик чего-то"
768285,1660029233,Краснодар. Накрыло. Уже плохо
768285,1660029500,"Белгородская обл. Хуже стало. Глаз чешется, нос с утра потек"
768285,1660031067,"Омск. Ребёнка ночью накрыло, напрочь заложило нос, покраснели глаза. Антигистаминные +назонекс."
768285,1660031571,"Нижний Новгород, ливень смыл все проблемы"
768285,1660035215,"Крым , Судак. сохраняется насморк привезённый из Москвы"
768285,1660040067,сегодня в москве пасмурно и очень комфортно
768285,1660040542,"Самара. Чихаю, свербит в носу, иногда глаза чешутся. Заметила, что в день, когда накануне наелась арбуза - симптомы были ярко выражены. Теперь ем дозированно👌"
768285,1660040704,"Москва, прошлась. Сегодня вроде легче, чем пару дней назад. Выдрать глаза себе после прогулки не хочется)"
768285,1660040820,"а кто-нибудь знает, в какое время самая высокая концентрация пыльцы полыни в воздухе?"
768285,1660042750,"Курск. Вчера было нормально. Сегодня отвратительно, база (Блогир, Авамис, Лекролин, Фринозол, Назаваль) до конца не снимает симптомы. Сижу с соплями и опухшим лицом. Подумываю подключить Монтелукаст Сегодня очень жарко, ждём дождь"
768285,1660047514,"Тольятти, сегодня лучше, чем предыдущие дни. Но у нас и скосили много травы в квартале, может, по этому меньше концентрация"
768285,1660049058,"Москва, показатели полыни вроде бы падают, а аллергия усиливается. Всегда так почему-то("
768285,1660049389,"Анапа. Вроде бы монтрал и авамис с носом, чиханием и отеком горла справляются, а вот глаза- это жесть. Посоветуйте капли в глаза😢 базовые. Дексаметазон справляется, но его же долго нельзя и то, он снимает красноту и чешется меньше, а вот отек под глазом не снял, хожу, как в фильме ужасов☹ аллергодил, лекролин и опатанол не помогают"
768285,1660049484,"В Краснодарском крае реально какой то ужас в эти дни- сухой, очень сильный ветер, жара, все аллергики знакомые жалуются на резкое ухудшение"
768285,1660063178,Краснодар. Глаза болят и чешутся сильно.
768285,1660063379,"СПб. Сегодня лучше, пару раз чихнула. Думаю от травы, которую носят без остановки."
768285,1660075959,"Москва. Впервые реакция только на глаза, жуткий зуд, а ещё почему то болят 🙈"
768285,1660097808,"Владивосток. Переехала сюда 4 года назад. Нос стал дышать в период цветения амброзии, но теперь аллергия стала проявлять себя отеком глаз время от времени и дисгидрозом на руках 🥲🥲"
768285,1660116252,Москва. Полынь. Реакции нет.
768285,1660130131,"Г Казань, дочка очень мучается, ни спреи ни антигистаминные не помогают((("
768285,1660144067,Реагирую активно. МО.
768285,1660151261,"Екатеринбург. Сын чихает, насморк, глаза слезятся. Антигистаминные пьём , что от насморка проверенное? 
Авамис не подходит."
768285,1660166401,"Жуткая аллергия .текут сопли Ручьём (( Нижний Новгород .кстати ,после дождя всегда хуже .."
768077,1659939129,"Московская область, Домодедово. Нос зудит, чихаю. На что аллергия не знаю. Сын гундосит, аллергия на орешник, ольху. Асит 3 года."
768077,1659941241,"Вообще не понятно, что происходит. Как началась аллергия с ранней весны( аллергия на березу) так до сих пор постоянно какие-то симптомы... этот год... неправильный какой-то..."
768077,1659941464,Сил нет . Не пойму от аллергии?
768077,1659942894,"Ярославль. Сутки на даче показали, что аллергия сейчас ещё держится (у меня на злаковые, у дочери на берёзу, ольху, лещину…. И наверное что-то добавляется), нос реагирует, ребёнок подкашливал вчера."
768077,1659947613,"Тоже на антигистаминных ( берёза, ольха, травы)"
768077,1659948364,"Анапа. Сижу на аг, капли в глаза и спрей для носа. Второй день гораздо хуже- чихаю, глаза, если притронуться, хочет прямо выцарапать😢. У нас сильный ветер- суховей."
768077,1659950518,"Краснодар. Амброзия. По состоянию не много накрывает. Слабость, хочется спать. Пока адекват. Работать могу, но медленно. 
Слегка чешется нос, позавчера отказался дышать нос, дерет во рту."
768077,1659950932,"Тольятти, Самарская обл. На таблетках и назонексе стало получше. Но зуд в глазах периодически мучает."
768077,1659951583,"Татарстан.  У дочки не чёткое зрение, головная боль, слабость. На базе АГ, авамис, визаллергол"
768077,1659959080,"Алушта, аллергия на амброзию, первый день приход - пока только нос с 4 утра, Фексофаст симптомы убрал, осталась слабость."
768077,1659965067,что то Москва молчит...живые есть?)
768077,1659971107,"Калининград. Сегодня впервые появилась боль в груди, болит при вдохе, как при бронхите/трахеите"
768077,1659985966,"Москва.Утром накрыло немного,вечером на улице ни одного чиха,боюсь сглазить☺"
768077,1660016851,"Казань, у сына 6 лет ежедневно утром и вечером реакция на сорные травы( зуд и опухание глаз, чихание, заложен нос. Зодак плохо помогает(("
768077,1660023665,Омск после дождя было норм. Сегодня солнечно .слезы .сопли . Першение . Губы чешутся . Горло перекрывает .щеки раздувает и если оставатся на улице все нарастает .в груди мало места для легких  .сердце прыгает и такое впечатление что еще немного и сдохнешь .🤪 В помещении и на диете норм .даже без препоратов.
768077,1660023906,В прошлом году пытались сбежать и отсидеться в турции .но там было еще хуже .жара и влажность сработали как ингаляция из трав .сразу бронхозпазм .пришлось эвакуироваться . Потеряли деньги за путевку. От себя не убежишь .придется до холодов сидеть дома.
768077,1660067047,"Казахстан, г. Павлодар. Полынь. Когда сидишь дома целыми днями)) терпимо, после холодного дождя сегодня состояние получше. А может циклахена .. https://pavon.kz/post/view/62387 😪"
767727,1659852596,"Крым, Керчь. Вчера вечером начали чесаться глаза, утром ещё сильнее, амброзия. Обычно к 15-16 числам начинаю реагировать."
767727,1659856504,"Златоуст, Челябинская обл. Ринит уже полегче, но все же нос дышит через раз, к вечеру хуже. У сына так же"
767727,1659857126,Омск. Прошёл дождь. Сегодня хорошо.
767727,1659861166,"Подмосковье, Чеховский городской округ. Чешется нос, глаза, небо. Насморк, слезотечение, отёк, покашливание. Кларитин раз в 12 часов на 24 не хватает, на улице не помогает, в помещении легче. Обычно симптомы в разной степени проявлялись  с середины августа на пару недель. В этом году с 30 июля."
767727,1659861543,Уфа. Течёт с утра.
767727,1659861592,"Тут как-то посоветовали исключить подсолнечное масло и дыню. Исключил, всё равно чихаю."
767727,1659862519,"Москва. Злаки угомонились, жизнь наладилась."
767727,1659864276,"Пермский край, Очер. Сын 5лет кашляет уже 4 день(влажный кашель). Похоже полынь. Первый год такая реакция. Весь май просидели дома из-за березы."
767727,1659864984,"Подмосковье. Начало накрывать вчера((( в этом году рано, обычно меня в августе плющит где то после 20го"
767727,1659865342,"Нижний Новгород , д.Афонино … из дома просто погулять не выхожу уже неделю, дома кондей и увлажнитель , в машине кондей «внутри машины воздух» и спорт клуб или ТЦ ….😩 а охото купаться и загорать , но мне будет пипец… или вариант дипроспан , на нем жила 11 лет , 3 года как слезла 😕"
767727,1659870681,"Курск. К насморку, чиху, и зуду  носа добавилось ещё и чесание глаз. Зуд неба, першение в горле. Пью эзлор. В глаза лекролин. В нос ничего не пшикаю. Окна дома закрыты, влажная уборка каждый день, задолбалась уже с тряпками бегать. Мечтаю о очистителе, кондиционере, о роботе пылесосе мечтаю. Купила спанбонд, закрою сегодня все окна, может станет легче. Мечтаю о дожде"
767727,1659875302,"Спб. Сегодня лучше, можно сказать, намного. Глаза не чешутся, только один слезится."
767727,1659875533,"Калининградская область .Сухой кашель и лающий по утрам неделю как, у ребенка . Эозинофилы 9"
767727,1659876258,"Белгородская обл. Пока достаточно неплохо. Несколько чихов с утра, редко днём. Окна до обеда закрываю. Мы в гостях, так что никаких бризеров, очистителей. Уговариваю родителей спанбонд натянуть."
767727,1659876979,"Краснодар. Амброзия. пока держусь. 
Вчера нос отказался дышать. Немного чихаю, чешется немного глазик. 
Это я считаю норм."
767727,1659882643,"Москва. Полынь. Сегодня еще хуже, чем на неделе. Вам и чих, и зуд и дождь из носа, несмотря на все лекарства. И кашель усилился. Ветер гонит пыльцу с полей, а холодный дождь ожидается только к ночи."
767727,1659885049,"Самара, съездил в лютую деревню, эзлор + маска + очки и пока ничего не чувствую. Мб еще не зацвели - хз. 

Хотя полынь вроде уже цветет, амброзия батя говорит еще не зацвела, наверно потому и норм пока еще"
767727,1659892423,"Уфа.Чих,течёт из носа,глаза чешутся. Была на даче.Похоже из за полыни.Тафен в нос и полегчало.Пью аэртал,но что то в этом году не особо помогает."
767727,1659893357,"Самара. Чихать начала с конца июля, обычно с середины начинаю. У дочки тоже закладывать стало нос. Не было еще ночи чтобы не проснулась с соплями и зудом. Но я все ем, обожаю арбуз( от него чешется горло)"
767727,1659896571,"Заклеила окна спанбондом , поставила бризер , к сезону амброзии готова 😎"
767727,1659931862,"Краснодарский край, Тихорецк. Амброзия. Ручьи из носа. Зуд. Пью Зодак, не очень помогает. Что за препарат Монтелар? Помогает? Мне кажется, я все таблетки, капли, спреи перепробовала, эффекта нет"
767600,1659763085,Тамбовская обл. Сегодня прям совсем плохо. Дочь проснулась глаза все отёкшие и нос бежит..
767600,1659763312,"Московская область. То терпимо, то прям плохо. Чихаю весь день и нос течёт и зудит невыносимо! Когда же эта дрянь отцветёт?"
767600,1659763754,"Тольятти, Самарская обл, с утра чихаю, зудят глаза и нос 🤧"
767600,1659763759,"Кабардинка ( Геленджик) реакции на полынь в отличии от Казани минимальные.
Кто сомневается ехать ли на море в сезон цветения - поезжайте.
Море спасает!"
767600,1659763881,"Вологодская обл., г. Череповец, вчера выпила Полисорб, нос  только не дышит(слизистая воспалена) , зато дискомфорт в горле прошёл и кашель,  соплей нет, слава Богу"
767600,1659766087,"Тамбов,состояние ужасное,спать невозможно,нос заложен,чихание,чешутся уши..."
767600,1659767441,"Саратов. Кажется, как в этом году так еще не было ни один год. Насморк, заложенность, чихание, глаза краснеют и устают."
767600,1659768869,Уфа. Ужасно(
767600,1659773591,Краснодар. Амброзия. Пока норм. Почти ничего не чувствую
767600,1659777803,Смоленск. Нос заложен у сына
767600,1659779533,"Калининград. Муж в соплях, глаза и горло чешутся, полынь. Цетрин, эффект небольшой."
767600,1659780935,"Подмосковье. Ужасное состояние,с каждым днём хуже и хуже"
767600,1659781079,"СПб. Вышла на улицу с защитой (лекроин, аквамарис эктоин) в глаза и нос, через полчаса бегом домой. Дома норм."
767600,1659781420,Омск. На улице не очень. Дома норм.
767600,1659783506,Новосибирск. Нос бежит. Фексадин 120 мг не помогает. Сижу дома с открытыми окнами.
767600,1659791225,"Калуга. Течет нос у дочери и у меня,. Полынь."
767600,1659794517,"Калининград. С каждым днём хуже, сегодня встала отекшая, опухшая, глаза чешутся, горло дерет, кашель. Цетрин перестает помогать, надо на что-то менять. Назонекс ттт идеально снимает заложенность и насморк"
767600,1659799414,"Ставрополь. Сын таблетку выпил, до этого пару раз чихнул. Пока норм."
767600,1659799933,"Гулял сейчас в Сокольниках пару часов. Что я могу сказать - от главного входа до Митьковского проезда практически нет полыни. У Оленьих прудов уже менее ухоженная территория и полынь встречается. Ни одного чихающего, это показатель. Кажется, Сокольники прекрасное место."
767600,1659813518,"Пенза. Дочка (полынь 6+) ужасно ((( никогда вроде так не было на полынь. Причём резко накрыло, дня 3 назад. Нос не дышит, чешется, горло тоже зудит, прыщики единичные на лице. Печаль. Уезжаем на море, надеюсь там чуть получше будет."
767600,1659970354,Красноярск. С назонексом отлично!
767446,1659681402,"МО. Очень плохо, все симптомы и нет эффекта от базы при этом. Махровый поллиноз."
767446,1659682230,"МО плохо, нос не дышит, глаза чешутся"
767446,1659686875,Глаза уже все расчесала 😬 нос течёт
767446,1659689669,"в воскресенье дожди обещают, смоет - будет легче, а там уже снижаться будет"
767446,1659689819,"Заб. Край, г. Чита
Очень плохо
Все симптомы 🫠"
767446,1659689890,"МО, нос течёт, чихаю.."
767446,1659693268,"В Белгородской области основательно всё смыло, немного чихов"
767446,1659698954,"А у меня странно, уже неделю хорошее самочувствие... хотя аллергия с мая (береза, ощущала сильно в этом году), потом злаки (тоже очень сильно ощущала, не смотря на то, что на базе чуть ли не с марта). А сейчас будто все симптомы ушли, хотя на сорные 4+ по кожным тестам... Такое вообще возможно, что в какой-то из сезонов меньше на аллерген реагируешь?"
767446,1659702668,"Временно в Уфе нахожусь, аллергия настигла вчера. Глаза, нос и т д. Аллергия на полынь"
767446,1659715935,"Подскажите, пожалуйста, кто бывал в Абхазии примерно с 10 по 20 сентября. Есть ли там аллергия? Хотим с ребёнком туда поехать. Аллергия у нас на полынь. Знаю на юге амброзия. Как она в этот период пылит ещё?"
767446,1659717213,"Мне сегодня норм, ВАО. Вчера были симптомы"
767446,1659724303,"Спб. Глаза зудят, нос отёк, периодическое чихание. Кто подскажет, если включаю увлажнитель, то очиститель горит жёлтым, а если выключу увлажнитель тогда синим."
767446,1659732629,"Московская область, Раменское. Сегодня пришлось вернуться к ингаляциям пульмикорта, сын не смог уснуть из-за приступа кашля (((( капаем фликсоназе и пьет ксизал, не держит((("
767446,1659761211,"Ялта ,жудкий кашель ночью"
767446,1659805105,"Московская обл.Мне тоже сегодня я почему-то легче стало, хотя на улице находилась весь день, вчера прям все слезилось, чесалось , чикалось и т.Д."
767126,1659590855,"Раменский район. Полынь долбает знатно... И хотя уже прошло 5 лет после курса АСИТ, но действие ещё сохраняется. Только чихание и сопли по утрам.  Кашля нет, глаза норм, ночью спокойно, днём вообще хорошо.
Так что АСИТ - очень полезен! Проходила курс уколов 3 года подряд"
767126,1659591225,"Спб, реакции сохраняются  вторую неделю. К счастью, ничего серьёзного. У сына изматывающее чихание и зуд (нос, уши), у меня зуд, небольшой кашель и общее недомогание. Реакция сильнее чем в прошлом году"
767126,1659593172,Хуже
767126,1659593289,"Москва, плохо"
767126,1659593957,"МО вчера накрыло, несмотря на лекарства и домашний режим"
767126,1659596634,"СПб. Плохо. Состояние как при простуде, чешется  и болит горло, чихание."
767126,1659598997,"Московская область. Со вчерашнего дня из терпимого перешло в нетерпимое: сильнейший конъюнктивит, нос течет, чихаю и сухой кашель. Не помогают препараты вообще 😢"
767126,1659602135,"Химки, плохо. Глаза, нос, горло и чихание. В этом году как никогда реакция"
767126,1659602317,"Добрый день, а кто-то есть в Мурманска?, как обстоят дела с сорными травами ?"
767126,1659603403,"Реагируют глаза, немного бронхи (у меня астма) и чуть кашель. ВАО. Я без препаратов"
767126,1659603779,"Плохо ;, глаза , нос , чихание сильно , горло болит и першит. Состояние как при простуде эти два дня .  Ждановичи."
767126,1659606169,"Ставрополь. Сын на эбастине, пока держит; немного почихивает."
767126,1659609820,"Омск. Ребёнок чихает ночью и пару раз с утра, днем пару раз. Ждём наплыва. Пока без препаратов."
767126,1659614835,"Белгородская обл, чихает ребёнок"
767126,1659617357,"Меня тоже резко накрыло сегодня, чихаю и нос течёт (( СПб. Что зацвело  в нашем регионе, подскажите пож-та?"
767126,1659620136,Подскажите пожалуйста что в Санкт-Петербург принесло? Сегодня накрыло.
767126,1659620684,"Краснодар, амброзия, первый на асит. Ещё норм"
767126,1659633054,"МО. Аллергия на плесень. Несмотря на высокий уровень аллергена, реакции у ребенка нет."
767126,1659639647,"Адыгея, Майкоп амброзия цветёт. Лоратадин + авамис."
767126,1659641392,"Москва, вчера прям очень плохо было, сегодня как ни странно хорошо чувствую! Начала пить энтеросгель, может он помогает"
767126,1659652108,Пенза - луговые разрывают носоглотку 😂
767126,1659696844,Москва. Полынь. Реагировали глаза и нос утром. Днем реакции нет
767126,1659978941,"Вологодская обл., г. Череповец, на улице начинает горло  болеть (((, чешется и першит. А дома эти симптомы уходят 🤔"
766980,1659510294,"""супер"", походу в этом году дебют на полынь, готов принимать поздравления! 
все как с березой, только полегче
Мск свао"
766980,1659511250,Состояние лежать и не двигаться. МО Рузский р-н
766980,1659512315,"Саратов. Ребенок подросток, сильные очень симптомы, в 5:30 проснулся с насморком, чихание, глаза тоже реагируют, это с закрытыми окнами. Через пару часов симптомы стихли. В этом году хуже чем в прошлом."
766980,1659515475,"Сегодня лучше, чем вчера, но это я ещё на улице не была) тольятти"
766980,1659517248,На даче без Тионов пришлось доставать сингуляр. Истринский район
766980,1659520346,"В Рязанской области насморк, глаза стали реагировать"
766980,1659521597,в Ульяновске неделю уже
766980,1659524841,"Нормально в центре Москвы. Кстати здесь практически нет полыни, но очень пыльно из-за непрекращающегося благоустройства.
Помните, что у полыни пик каждый день с 9-11, в это время лучше не открывайте окна чтобы не запускать пыльцу."
766980,1659530396,"Москва. Полынь пришла, даже если не выходить на улицу - вполне ощутимо. Плюс ковид, никому не рекомендую болеть с аллергией🤧
При болезни лучше не использовать лекролин, и так слизистая раздражена, может очень сильно разболеться."
766980,1659552141,Спб. С каждым днём хуже и хуже.
766980,1659552575,"Москва, на базе чувствую аллергию и жуткая слабость"
766980,1659556462,Краснодар. Первый год на асит. Амброзия. Пока норм. Слегка насморк.
766809,1659420256,"Кропоткин.
Началась аллергия. Чихаю. Полынь и амброзия"
766809,1659420776,"Кострома. Второй день реагирую на что-то. На что не знаю, пытаюсь понять"
766809,1659420987,"Саратовская область.
Чешется и течет нос. Где-то что-то зацвело в полях."
766809,1659422252,Крым. Уже можно жить. До сентября. До августа думала писать завещание.
766809,1659423623,"Краснодар. вчера к спрею, добавила таблетки."
766809,1659423834,"Казань. Полынь😡Зуд в носу, чихание,ночью текла кровь из носа 😔"
766809,1659424600,"Москва. С утра сопли, чихание, зуд в носу"
766809,1659426699,"Москва. Сменил аг с кестина (что-то не увидел эффекта от него) на Зодак. Маска + бризер. Сегодня почти без симптомов, значительно лучше чем вчера. Вот ещё выписал популярные АГ последних поколений по доступной цене Зодак/аллервей/эзлор/фексофаст, буду пить по кругу по 10 дней. Сейчас Зодак, эффект явно лучше чем от кестина (эбастин). Многие принимают их же но под другими названиями, смотрите действующее вещество."
766809,1659433804,"Мне таблетки никсар помогают. Пробовала разные зодак, цетрин и т. д. От никсара пока самый  лучший эффект."
766809,1659433813,"Здравствуйте. Курск. Полынь, амброзия. Плохо, несмотря на два года асит. Стаж аллергии 3 года. Кто-нибудь делает Асит? Как успехи ваши? 
Нос всё равно чешется течёт, чих, плюс появился кашель.
Пью Эзлор, до этого пила лоратодин, толку ноль было, посмотрю как будет на эзлоре."
